link,abbreviation,firstYearOfPlay,franchiseId,active,season,clinchIndicator,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
/api/v1/teams/6,BOS,1924,6,True,20142015,0.0,82.0,41.0,27.0,14.0,96.0,58.5,2.549,2.451,1.0357,17.8,38.0,44.0,213.0,82.0,31.0488,29.8659,0.674,0.308,0.742,0.871,0.512,0.471,5009.0,2686.0,2323.0,53.6,8.2,0.918
/api/v1/teams/7,BUF,1970,19,True,20142015,0.0,82.0,23.0,51.0,8.0,54.0,32.9,1.866,3.28,0.6099,13.4,30.0,64.0,224.0,75.1,24.1951,35.6098,0.528,0.087,0.563,0.647,0.5,0.246,4884.0,2195.0,2689.0,44.9,7.7,0.908
/api/v1/teams/8,MTL,1917,1,True,20142015,1.0,82.0,50.0,22.0,10.0,110.0,67.1,2.61,2.244,1.184,16.5,40.0,42.0,243.0,83.7,28.4634,30.122,0.821,0.419,0.714,0.865,0.611,0.585,5174.0,2695.0,2479.0,52.1,9.2,0.926
/api/v1/teams/9,OTT,1992,30,True,20142015,1.0,82.0,43.0,26.0,13.0,99.0,60.4,2.829,2.537,1.0897,16.8,47.0,44.0,280.0,82.9,30.9634,32.1341,0.587,0.444,0.696,0.821,0.533,0.522,5020.0,2421.0,2599.0,48.2,9.1,0.921
/api/v1/teams/10,TOR,1926,5,True,20142015,0.0,82.0,30.0,44.0,8.0,68.0,41.5,2.512,3.134,0.8,15.9,45.0,52.0,283.0,80.5,29.2317,33.5122,0.677,0.176,0.762,0.826,0.375,0.382,5194.0,2547.0,2647.0,49.0,8.6,0.906
/api/v1/teams/12,CAR,1997,26,True,20142015,0.0,82.0,30.0,41.0,11.0,71.0,43.3,2.232,2.671,0.756,18.8,45.0,29.0,240.0,84.7,30.7805,27.2683,0.611,0.174,0.708,0.759,0.423,0.25,4913.0,2602.0,2311.0,53.0,7.3,0.902
/api/v1/teams/13,FLA,1993,33,True,20142015,0.0,82.0,38.0,29.0,15.0,91.0,55.5,2.415,2.598,1.0272,16.3,40.0,50.0,246.0,80.0,30.6829,29.561,0.697,0.306,0.789,0.75,0.386,0.541,5155.0,2505.0,2650.0,48.6,7.9,0.912
/api/v1/teams/14,TBL,1992,31,True,20142015,1.0,82.0,50.0,24.0,8.0,108.0,65.9,3.159,2.512,1.2759,18.8,53.0,42.0,282.0,83.7,29.6098,27.8902,0.761,0.417,0.833,0.943,0.622,0.606,4772.0,2372.0,2400.0,49.7,10.7,0.91
/api/v1/teams/15,WSH,1974,24,True,20142015,1.0,82.0,45.0,26.0,11.0,101.0,61.6,2.89,2.427,1.0786,25.3,60.0,50.0,237.0,81.2,29.5,28.878,0.86,0.205,0.867,0.875,0.526,0.486,4921.0,2522.0,2399.0,51.2,9.8,0.916
/api/v1/teams/16,CHI,1926,11,True,20142015,1.0,82.0,48.0,28.0,6.0,102.0,62.2,2.683,2.268,1.1923,17.6,46.0,35.0,261.0,83.4,33.8659,30.2073,0.761,0.361,0.897,1.0,0.596,0.586,4905.0,2553.0,2352.0,52.0,7.9,0.925
/api/v1/teams/17,DET,1932,12,True,20142015,1.0,82.0,43.0,25.0,14.0,100.0,61.0,2.817,2.573,1.0455,23.8,70.0,55.0,294.0,80.9,29.622,28.3171,0.595,0.45,0.882,0.839,0.523,0.528,5015.0,2581.0,2434.0,51.5,9.5,0.909
/api/v1/teams/18,NSH,1998,34,True,20142015,1.0,82.0,47.0,25.0,10.0,104.0,63.4,2.756,2.463,1.2632,16.2,42.0,45.0,259.0,80.8,31.878,28.2561,0.711,0.455,0.741,0.771,0.63,0.529,5239.0,2562.0,2677.0,48.9,8.6,0.913
/api/v1/teams/19,STL,1967,18,True,20142015,1.0,82.0,51.0,24.0,7.0,109.0,66.5,2.915,2.402,1.1812,22.3,56.0,42.0,251.0,83.7,30.9146,27.2317,0.783,0.417,0.808,0.842,0.66,0.556,5123.0,2737.0,2386.0,53.4,9.4,0.912
/api/v1/teams/20,CGY,1980,21,True,20142015,1.0,82.0,45.0,30.0,7.0,97.0,59.1,2.89,2.598,1.0387,18.8,48.0,36.0,255.0,80.7,27.4634,29.1585,0.694,0.435,0.889,0.923,0.455,0.591,5123.0,2431.0,2692.0,47.5,10.5,0.911
/api/v1/teams/21,COL,1995,27,True,20142015,0.0,82.0,39.0,31.0,12.0,90.0,54.9,2.549,2.72,0.9938,15.0,37.0,37.0,247.0,84.7,27.878,33.1585,0.676,0.311,0.696,0.852,0.6,0.418,5039.0,2561.0,2478.0,50.8,9.1,0.918
/api/v1/teams/22,EDM,1979,25,True,20142015,0.0,82.0,24.0,44.0,14.0,62.0,37.8,2.354,3.366,0.6784,17.7,41.0,51.0,232.0,76.7,28.4268,30.0488,0.471,0.167,0.435,0.63,0.333,0.273,4957.0,2390.0,2567.0,48.2,8.3,0.888
/api/v1/teams/23,VAN,1970,20,True,20142015,1.0,82.0,48.0,29.0,5.0,101.0,61.6,2.878,2.683,0.9627,19.3,46.0,38.0,238.0,85.7,29.9146,29.8293,0.771,0.447,0.773,0.882,0.65,0.524,4993.0,2330.0,2663.0,46.7,9.6,0.91
/api/v1/teams/24,ANA,1993,32,True,20142015,1.0,82.0,51.0,24.0,7.0,109.0,66.5,2.78,2.695,1.0395,15.7,37.0,52.0,235.0,81.0,29.9756,28.8659,0.766,0.429,0.813,0.938,0.59,0.643,5135.0,2652.0,2483.0,51.6,9.3,0.907
/api/v1/teams/25,DAL,1993,15,True,20142015,0.0,82.0,41.0,31.0,10.0,92.0,56.1,3.134,3.134,0.9832,19.0,55.0,49.0,290.0,80.7,31.1951,29.9268,0.644,0.324,0.75,0.763,0.357,0.611,5418.0,2804.0,2614.0,51.8,10.0,0.895
/api/v1/teams/26,LAK,1967,14,True,20142015,0.0,82.0,40.0,27.0,15.0,95.0,57.9,2.659,2.402,1.1832,19.0,47.0,45.0,247.0,80.9,30.9268,27.0,0.659,0.317,0.724,0.771,0.545,0.435,4929.0,2530.0,2399.0,51.3,8.6,0.911
/api/v1/teams/28,SJS,1991,29,True,20142015,0.0,82.0,40.0,33.0,9.0,89.0,54.3,2.732,2.756,0.9103,21.6,55.0,48.0,254.0,78.5,31.5976,29.7073,0.707,0.268,0.786,0.8,0.5,0.5,5196.0,2698.0,2498.0,51.9,8.6,0.907
/api/v1/teams/29,CBJ,2000,36,True,20142015,0.0,82.0,42.0,35.0,5.0,89.0,54.3,2.768,3.024,0.8765,21.7,53.0,60.0,244.0,80.2,28.8537,33.439,0.73,0.333,0.815,0.833,0.417,0.558,5068.0,2498.0,2570.0,49.3,9.6,0.91
/api/v1/teams/30,MIN,2000,37,True,20142015,1.0,82.0,46.0,28.0,8.0,100.0,61.0,2.768,2.415,1.1419,15.8,39.0,32.0,246.0,86.3,30.7561,27.622,0.778,0.297,0.844,0.875,0.519,0.667,4995.0,2491.0,2504.0,49.9,9.0,0.913
/api/v1/teams/52,WPG,2011,35,True,20142015,1.0,82.0,43.0,26.0,13.0,99.0,60.4,2.72,2.488,1.1484,17.8,48.0,56.0,269.0,81.8,29.7439,28.6585,0.653,0.333,0.676,0.789,0.543,0.5,5065.0,2476.0,2589.0,48.9,9.1,0.913
/api/v1/teams/53,ARI,2014,28,True,20142015,0.0,82.0,24.0,50.0,8.0,56.0,34.1,2.012,3.256,0.6158,20.0,46.0,65.0,230.0,76.7,29.1829,33.1951,0.424,0.204,0.522,0.824,0.385,0.259,5142.0,2666.0,2476.0,51.9,6.9,0.902
/api/v1/teams/1,NJD,1982,23,True,20152016,0.0,82.0,38.0,36.0,8.0,84.0,51.2,2.22,2.463,0.8195,19.9,51.0,45.0,256.0,83.0,24.4268,28.6463,0.771,0.234,0.826,0.958,0.4,0.5,4701.0,2183.0,2518.0,46.4,9.1,0.914
/api/v1/teams/2,NYI,1972,22,True,20152016,1.0,82.0,45.0,27.0,10.0,100.0,61.0,2.768,2.573,1.0544,18.3,42.0,36.0,229.0,84.5,29.4146,30.4268,0.707,0.39,0.846,0.879,0.588,0.476,4654.0,2331.0,2323.0,50.1,9.4,0.915
/api/v1/teams/3,NYR,1926,10,True,20152016,1.0,82.0,46.0,27.0,9.0,101.0,61.6,2.841,2.622,1.2636,18.6,42.0,53.0,226.0,78.2,28.4878,30.4146,0.767,0.333,0.806,0.875,0.556,0.545,4703.0,2313.0,2390.0,49.2,10.0,0.914
/api/v1/teams/4,PHI,1967,16,True,20152016,1.0,82.0,41.0,27.0,14.0,96.0,58.5,2.573,2.561,1.0231,18.9,53.0,51.0,280.0,80.5,30.9756,30.7195,0.658,0.364,0.765,0.903,0.66,0.294,4961.0,2530.0,2431.0,51.0,8.3,0.917
/api/v1/teams/5,PIT,1967,17,True,20152016,1.0,82.0,48.0,26.0,8.0,104.0,63.4,2.939,2.427,1.2308,18.4,48.0,40.0,261.0,84.4,33.1951,29.7073,0.811,0.4,0.909,1.0,0.586,0.565,5169.0,2593.0,2576.0,50.2,8.9,0.918
/api/v1/teams/6,BOS,1924,6,True,20152016,0.0,82.0,42.0,31.0,9.0,93.0,56.7,2.878,2.78,1.0596,20.5,48.0,48.0,234.0,82.2,31.9512,30.3659,0.681,0.286,0.771,0.848,0.478,0.515,5140.0,2592.0,2548.0,50.4,9.0,0.908
/api/v1/teams/7,BUF,1970,19,True,20152016,0.0,82.0,35.0,36.0,11.0,81.0,49.4,2.427,2.622,0.8121,18.9,48.0,38.0,254.0,82.6,29.4878,30.622,0.6,0.298,0.696,0.815,0.343,0.5,4915.0,2427.0,2488.0,49.4,8.2,0.914
/api/v1/teams/8,MTL,1917,1,True,20152016,0.0,82.0,38.0,38.0,6.0,82.0,50.0,2.634,2.841,0.9671,16.2,42.0,46.0,259.0,81.9,30.5366,29.3659,0.73,0.244,0.852,0.806,0.429,0.5,5207.0,2621.0,2586.0,50.3,8.6,0.903
/api/v1/teams/9,OTT,1992,30,True,20152016,0.0,82.0,38.0,35.0,9.0,85.0,51.8,2.805,2.939,1.0135,15.8,38.0,61.0,240.0,75.8,28.3537,32.7805,0.774,0.275,0.81,0.8,0.238,0.55,4983.0,2519.0,2464.0,50.5,9.9,0.91
/api/v1/teams/10,TOR,1926,5,True,20152016,0.0,82.0,29.0,42.0,11.0,69.0,42.1,2.341,2.927,0.7407,15.4,40.0,50.0,259.0,81.6,30.6707,30.5244,0.517,0.264,0.579,0.773,0.333,0.41,5173.0,2617.0,2556.0,50.6,7.6,0.904
/api/v1/teams/12,CAR,1997,26,True,20152016,0.0,82.0,35.0,31.0,16.0,86.0,52.4,2.39,2.695,0.8354,16.8,40.0,32.0,238.0,84.3,29.8902,27.5732,0.619,0.225,0.64,0.828,0.314,0.621,4701.0,2523.0,2178.0,53.7,8.0,0.902
/api/v1/teams/13,FLA,1993,33,True,20152016,1.0,82.0,47.0,26.0,9.0,103.0,62.8,2.829,2.439,1.2619,16.9,47.0,55.0,278.0,79.5,28.7561,29.5,0.75,0.324,0.839,0.786,0.561,0.59,5088.0,2548.0,2540.0,50.1,9.8,0.917
/api/v1/teams/14,TBL,1992,31,True,20152016,1.0,82.0,46.0,31.0,5.0,97.0,59.1,2.732,2.415,1.184,15.8,44.0,41.0,279.0,84.0,29.2927,28.8537,0.795,0.289,0.792,0.921,0.436,0.65,4793.0,2372.0,2421.0,49.5,9.3,0.916
/api/v1/teams/15,WSH,1974,24,True,20152016,1.0,82.0,56.0,18.0,8.0,120.0,73.2,3.024,2.329,1.2969,21.9,55.0,38.0,251.0,85.2,30.6098,28.439,0.895,0.5,0.955,0.974,0.66,0.71,4777.0,2368.0,2409.0,49.6,9.9,0.918
/api/v1/teams/16,CHI,1926,11,True,20152016,1.0,82.0,47.0,26.0,9.0,103.0,62.8,2.854,2.524,0.9437,22.6,57.0,46.0,252.0,80.3,30.4634,30.8049,0.774,0.207,0.875,0.902,0.5,0.622,4832.0,2380.0,2452.0,49.2,9.4,0.918
/api/v1/teams/17,DET,1932,12,True,20152016,1.0,82.0,41.0,30.0,11.0,93.0,56.7,2.549,2.671,0.942,18.8,50.0,50.0,266.0,81.5,29.6585,29.7439,0.733,0.216,0.81,0.71,0.528,0.477,4784.0,2417.0,2367.0,50.5,8.6,0.91
/api/v1/teams/18,NSH,1998,34,True,20152016,1.0,82.0,41.0,27.0,14.0,96.0,58.5,2.732,2.598,1.029,19.7,51.0,46.0,259.0,81.2,30.5732,27.3415,0.644,0.324,0.697,0.839,0.417,0.581,4902.0,2387.0,2515.0,48.7,8.9,0.905
/api/v1/teams/19,STL,1967,18,True,20152016,1.0,82.0,49.0,24.0,9.0,107.0,65.2,2.671,2.402,1.121,21.5,51.0,41.0,237.0,85.1,30.1707,29.7439,0.727,0.447,0.8,0.824,0.561,0.641,5031.0,2579.0,2452.0,51.3,8.9,0.919
/api/v1/teams/20,CGY,1980,21,True,20152016,0.0,82.0,35.0,40.0,7.0,77.0,47.0,2.793,3.134,0.8994,17.0,46.0,57.0,270.0,75.5,29.2439,28.9878,0.587,0.222,0.692,0.839,0.514,0.364,4961.0,2411.0,2550.0,48.6,9.5,0.892
/api/v1/teams/21,COL,1995,27,True,20152016,0.0,82.0,39.0,39.0,4.0,82.0,50.0,2.585,2.927,0.9205,18.1,48.0,51.0,266.0,80.2,28.6341,32.3049,0.614,0.316,0.724,0.758,0.407,0.529,4782.0,2384.0,2398.0,49.9,9.0,0.909
/api/v1/teams/22,EDM,1979,25,True,20152016,0.0,82.0,31.0,43.0,8.0,70.0,42.7,2.427,2.951,0.7882,18.1,43.0,48.0,237.0,81.1,29.0976,31.0732,0.622,0.178,0.773,0.857,0.321,0.423,4978.0,2429.0,2549.0,48.8,8.3,0.905
/api/v1/teams/23,VAN,1970,20,True,20152016,0.0,82.0,31.0,38.0,13.0,75.0,45.7,2.268,2.915,0.8052,15.8,39.0,47.0,247.0,81.1,28.1829,32.5366,0.5,0.292,0.591,0.6,0.28,0.436,4892.0,2223.0,2669.0,45.4,8.0,0.91
/api/v1/teams/24,ANA,1993,32,True,20152016,1.0,82.0,46.0,25.0,11.0,103.0,62.8,2.622,2.293,0.9695,23.1,56.0,37.0,242.0,87.2,30.2805,27.5366,0.667,0.387,0.697,0.857,0.56,0.567,4807.0,2497.0,2310.0,52.0,8.7,0.917
/api/v1/teams/25,DAL,1993,15,True,20152016,1.0,82.0,50.0,23.0,9.0,109.0,66.5,3.232,2.78,1.0844,22.1,58.0,44.0,262.0,82.3,32.0,28.9146,0.756,0.463,0.828,0.943,0.58,0.7,5174.0,2597.0,2577.0,50.2,10.1,0.904
/api/v1/teams/26,LAK,1967,14,True,20152016,1.0,82.0,48.0,28.0,6.0,102.0,62.2,2.72,2.341,1.1653,20.0,47.0,53.0,235.0,81.4,32.0122,27.4878,0.682,0.474,0.708,0.838,0.585,0.636,5017.0,2534.0,2483.0,50.5,8.5,0.915
/api/v1/teams/28,SJS,1991,29,True,20152016,1.0,82.0,46.0,30.0,6.0,98.0,59.8,2.89,2.524,1.1194,22.6,62.0,46.0,275.0,80.5,30.378,27.378,0.814,0.282,0.862,0.933,0.538,0.654,4876.0,2472.0,2404.0,50.7,9.5,0.908
/api/v1/teams/29,CBJ,2000,36,True,20152016,0.0,82.0,34.0,40.0,8.0,76.0,46.3,2.598,3.024,0.9317,17.3,43.0,53.0,248.0,81.0,29.1098,31.0976,0.629,0.255,0.68,0.846,0.333,0.468,5043.0,2471.0,2572.0,49.0,8.9,0.903
/api/v1/teams/30,MIN,2000,37,True,20152016,1.0,82.0,38.0,33.0,11.0,87.0,53.0,2.598,2.488,1.0853,18.5,48.0,45.0,259.0,77.9,28.9512,28.622,0.717,0.139,0.724,0.889,0.4,0.514,4933.0,2591.0,2342.0,52.5,9.0,0.913
/api/v1/teams/52,WPG,2011,35,True,20152016,0.0,82.0,35.0,39.0,8.0,78.0,47.6,2.585,2.878,0.9931,14.8,38.0,61.0,257.0,78.4,29.5976,29.5488,0.629,0.277,0.708,0.885,0.524,0.333,4829.0,2257.0,2572.0,46.7,8.7,0.903
/api/v1/teams/53,ARI,2014,28,True,20152016,0.0,82.0,35.0,39.0,8.0,78.0,47.6,2.537,2.976,0.95,17.7,53.0,69.0,300.0,77.3,27.622,30.9634,0.548,0.3,0.538,0.808,0.355,0.46,5050.0,2762.0,2288.0,54.7,9.2,0.904
/api/v1/teams/1,NJD,1982,23,True,20162017,0.0,82.0,28.0,40.0,14.0,70.0,42.7,2.195,2.939,0.7651,17.5,44.0,53.0,251.0,79.6,27.7927,31.3659,0.463,0.22,0.44,0.704,0.481,0.275,4920.0,2422.0,2498.0,49.2,7.9,0.906
/api/v1/teams/2,NYI,1972,22,True,20162017,0.0,82.0,41.0,29.0,12.0,94.0,57.3,2.915,2.902,1.0471,15.0,35.0,41.0,234.0,81.9,30.2439,31.9024,0.614,0.368,0.724,0.857,0.559,0.452,4741.0,2261.0,2480.0,47.7,9.6,0.909
/api/v1/teams/3,NYR,1926,10,True,20162017,1.0,82.0,48.0,28.0,6.0,102.0,62.2,3.085,2.634,1.0844,20.2,47.0,45.0,233.0,79.8,29.7317,30.061,0.667,0.486,0.741,0.871,0.463,0.7,4864.0,2353.0,2511.0,48.4,10.4,0.912
/api/v1/teams/4,PHI,1967,16,True,20162017,0.0,82.0,39.0,33.0,10.0,88.0,53.7,2.585,2.817,0.8312,19.5,54.0,50.0,277.0,79.8,31.5244,28.4634,0.588,0.396,0.8,0.826,0.46,0.5,4857.0,2539.0,2318.0,52.3,8.2,0.901
/api/v1/teams/5,PIT,1967,17,True,20162017,1.0,82.0,50.0,21.0,11.0,111.0,67.7,3.39,2.793,1.2333,23.1,60.0,52.0,260.0,79.8,33.4756,32.5732,0.638,0.571,0.778,0.949,0.705,0.529,5154.0,2452.0,2702.0,47.6,10.1,0.914
/api/v1/teams/6,BOS,1924,6,True,20162017,1.0,82.0,44.0,31.0,7.0,95.0,57.9,2.829,2.549,0.966,21.7,53.0,38.0,244.0,85.7,33.1829,26.7561,0.696,0.333,0.742,0.944,0.508,0.619,5045.0,2686.0,2359.0,53.2,8.5,0.905
/api/v1/teams/7,BUF,1970,19,True,20162017,0.0,82.0,33.0,37.0,12.0,78.0,47.6,2.427,2.817,0.8077,24.5,57.0,53.0,233.0,77.6,30.378,34.3049,0.512,0.293,0.536,0.741,0.333,0.434,4929.0,2445.0,2484.0,49.6,8.0,0.918
/api/v1/teams/8,MTL,1917,1,True,20162017,1.0,82.0,47.0,26.0,9.0,103.0,62.8,2.72,2.415,1.1938,19.6,45.0,47.0,229.0,81.1,29.9878,29.622,0.75,0.368,0.808,0.867,0.641,0.55,4999.0,2516.0,2483.0,50.3,9.1,0.918
/api/v1/teams/9,OTT,1992,30,True,20162017,1.0,82.0,44.0,28.0,10.0,98.0,59.8,2.512,2.561,0.9574,17.0,43.0,50.0,253.0,79.7,30.0366,30.0854,0.763,0.341,0.75,0.879,0.425,0.649,5001.0,2549.0,2452.0,51.0,8.4,0.915
/api/v1/teams/10,TOR,1926,5,True,20162017,1.0,82.0,40.0,27.0,15.0,95.0,57.9,3.049,2.854,1.0497,23.8,58.0,44.0,244.0,82.5,31.9146,32.5976,0.644,0.297,0.714,0.756,0.406,0.542,5061.0,2524.0,2537.0,49.9,9.6,0.912
/api/v1/teams/12,CAR,1997,26,True,20162017,0.0,82.0,36.0,31.0,15.0,87.0,53.0,2.585,2.805,0.848,17.8,41.0,32.0,231.0,84.2,30.4024,28.2927,0.529,0.375,0.593,0.714,0.38,0.5,4581.0,2431.0,2150.0,53.1,8.5,0.901
/api/v1/teams/13,FLA,1993,33,True,20162017,0.0,82.0,35.0,36.0,11.0,81.0,49.4,2.5,2.817,0.8125,17.0,45.0,36.0,265.0,85.3,32.2439,31.6463,0.595,0.25,0.607,0.828,0.488,0.417,4974.0,2384.0,2590.0,47.9,7.8,0.911
/api/v1/teams/14,TBL,1992,31,True,20162017,0.0,82.0,42.0,30.0,10.0,94.0,57.3,2.805,2.732,0.9724,22.8,62.0,48.0,272.0,81.4,29.9024,30.3902,0.667,0.408,0.826,0.871,0.457,0.55,4985.0,2376.0,2609.0,47.7,9.4,0.91
/api/v1/teams/15,WSH,1974,24,True,20162017,1.0,82.0,55.0,19.0,8.0,118.0,72.0,3.183,2.159,1.5752,23.1,57.0,44.0,247.0,83.8,30.4268,27.8293,0.793,0.375,0.81,0.953,0.694,0.655,4785.0,2385.0,2400.0,49.8,10.5,0.922
/api/v1/teams/16,CHI,1926,11,True,20162017,1.0,82.0,50.0,23.0,9.0,109.0,66.5,2.927,2.585,1.2029,18.0,42.0,47.0,233.0,77.7,30.5854,31.3902,0.74,0.406,0.788,0.857,0.553,0.659,4710.0,2236.0,2474.0,47.5,9.6,0.918
/api/v1/teams/17,DET,1932,12,True,20162017,0.0,82.0,33.0,36.0,13.0,79.0,48.2,2.415,2.976,0.8889,15.1,38.0,45.0,252.0,80.8,28.4756,30.5732,0.5,0.326,0.591,0.741,0.414,0.388,4858.0,2520.0,2338.0,51.9,8.5,0.903
/api/v1/teams/18,NSH,1998,34,True,20162017,1.0,82.0,41.0,29.0,12.0,94.0,57.3,2.902,2.683,1.1268,18.9,49.0,46.0,259.0,80.9,31.1829,30.1463,0.676,0.356,0.682,0.784,0.489,0.471,5052.0,2599.0,2453.0,51.4,9.3,0.911
/api/v1/teams/19,STL,1967,18,True,20162017,1.0,82.0,46.0,29.0,7.0,99.0,60.4,2.841,2.634,1.1232,21.3,50.0,40.0,235.0,84.8,28.4146,28.378,0.689,0.405,0.769,0.879,0.7,0.378,4849.0,2438.0,2411.0,50.3,10.0,0.907
/api/v1/teams/20,CGY,1980,21,True,20162017,1.0,82.0,45.0,33.0,4.0,94.0,57.3,2.707,2.671,0.9792,20.2,52.0,51.0,257.0,81.6,29.122,28.7073,0.711,0.409,0.821,0.971,0.564,0.513,4970.0,2432.0,2538.0,48.9,9.3,0.907
/api/v1/teams/21,COL,1995,27,True,20162017,0.0,82.0,22.0,56.0,4.0,48.0,29.3,2.012,3.366,0.5876,12.6,30.0,64.0,239.0,76.6,28.0854,31.7439,0.5,0.172,0.5,0.579,0.31,0.22,4907.0,2631.0,2276.0,53.6,7.2,0.894
/api/v1/teams/22,EDM,1979,25,True,20162017,1.0,82.0,47.0,26.0,9.0,103.0,62.8,2.963,2.524,1.1857,22.9,56.0,43.0,245.0,80.7,31.061,29.4634,0.756,0.39,0.75,0.906,0.489,0.676,4894.0,2302.0,2592.0,47.0,9.5,0.914
/api/v1/teams/23,VAN,1970,20,True,20162017,0.0,82.0,30.0,43.0,9.0,69.0,42.1,2.171,2.939,0.805,14.1,32.0,52.0,227.0,76.7,27.7195,31.7683,0.586,0.245,0.667,0.81,0.333,0.4,4960.0,2537.0,2423.0,51.1,7.8,0.907
/api/v1/teams/24,ANA,1993,32,True,20162017,1.0,82.0,46.0,23.0,13.0,105.0,64.0,2.683,2.402,1.1328,18.7,47.0,43.0,251.0,84.7,29.5732,29.622,0.733,0.351,0.719,0.892,0.564,0.6,4913.0,2687.0,2226.0,54.7,9.1,0.919
/api/v1/teams/25,DAL,1993,15,True,20162017,0.0,82.0,34.0,37.0,11.0,79.0,48.2,2.707,3.171,0.9613,17.9,46.0,65.0,257.0,73.9,30.5488,29.7439,0.676,0.2,0.714,0.786,0.333,0.5,5111.0,2551.0,2560.0,49.9,8.9,0.893
/api/v1/teams/26,LAK,1967,14,True,20162017,0.0,82.0,39.0,35.0,8.0,86.0,52.4,2.427,2.451,0.9556,19.1,46.0,38.0,241.0,84.5,31.1341,25.8537,0.677,0.353,0.765,0.864,0.5,0.421,4948.0,2512.0,2436.0,50.8,7.8,0.905
/api/v1/teams/28,SJS,1991,29,True,20162017,1.0,82.0,46.0,29.0,7.0,99.0,60.4,2.671,2.439,1.1259,16.7,41.0,41.0,246.0,80.7,29.9146,27.6707,0.745,0.314,0.867,0.868,0.524,0.579,4776.0,2299.0,2477.0,48.1,8.9,0.912
/api/v1/teams/29,CBJ,2000,36,True,20162017,1.0,82.0,50.0,24.0,8.0,108.0,65.9,3.012,2.354,1.2632,19.9,42.0,39.0,211.0,82.5,30.9756,30.3537,0.7,0.469,0.757,0.892,0.581,0.629,4939.0,2402.0,2537.0,48.6,9.7,0.922
/api/v1/teams/30,MIN,2000,37,True,20162017,1.0,82.0,49.0,25.0,8.0,106.0,64.6,3.207,2.512,1.2635,21.0,47.0,37.0,224.0,83.0,30.8171,30.061,0.729,0.412,0.818,0.846,0.634,0.579,4909.0,2550.0,2359.0,52.0,10.4,0.916
/api/v1/teams/52,WPG,2011,35,True,20162017,0.0,82.0,40.0,35.0,7.0,87.0,53.0,3.0,3.11,0.9401,18.2,48.0,62.0,264.0,77.5,29.8537,31.0488,0.625,0.357,0.654,0.852,0.474,0.488,4873.0,2364.0,2509.0,48.5,10.0,0.9
/api/v1/teams/53,ARI,2014,28,True,20162017,0.0,82.0,30.0,42.0,10.0,70.0,42.7,2.329,3.146,0.7917,16.2,38.0,59.0,235.0,77.3,27.8171,34.1098,0.525,0.214,0.727,0.826,0.353,0.375,5025.0,2412.0,2613.0,48.0,8.4,0.908
/api/v1/teams/1,NJD,1982,23,True,20172018,1.0,82.0,44.0,29.0,9.0,97.0,59.1,2.963,2.927,0.9581,21.4,54.0,47.0,252.0,81.8,31.6951,31.9024,0.692,0.395,0.739,0.941,0.457,0.6,5046.0,2371.0,2675.0,47.0,9.3,0.908
/api/v1/teams/2,NYI,1972,22,True,20172018,0.0,82.0,35.0,37.0,10.0,80.0,48.8,3.183,3.573,0.9316,23.2,58.0,63.0,250.0,73.2,31.3659,35.5854,0.605,0.273,0.708,0.862,0.345,0.481,4919.0,2404.0,2515.0,48.9,10.1,0.9
/api/v1/teams/3,NYR,1926,10,True,20172018,0.0,82.0,34.0,39.0,9.0,77.0,47.0,2.78,3.207,0.8242,21.2,51.0,46.0,241.0,81.4,30.9512,35.3415,0.667,0.217,0.625,0.957,0.4,0.42,4838.0,2384.0,2454.0,49.3,9.0,0.909
/api/v1/teams/4,PHI,1967,16,True,20172018,1.0,82.0,42.0,26.0,14.0,98.0,59.8,3.037,2.878,1.0897,20.7,54.0,54.0,261.0,75.8,32.0854,29.8537,0.657,0.404,0.667,0.829,0.5,0.5,4812.0,2563.0,2249.0,53.3,9.5,0.904
/api/v1/teams/5,PIT,1967,17,True,20172018,1.0,82.0,47.0,29.0,6.0,100.0,61.0,3.293,3.024,0.9148,26.1,68.0,53.0,260.0,80.0,34.4268,31.1341,0.702,0.4,0.821,0.923,0.64,0.483,5118.0,2572.0,2546.0,50.2,9.6,0.903
/api/v1/teams/6,BOS,1924,6,True,20172018,1.0,82.0,50.0,20.0,12.0,112.0,68.3,3.256,2.573,1.2029,23.6,61.0,40.0,259.0,83.7,32.9634,29.2561,0.784,0.467,0.857,0.892,0.68,0.577,5078.0,2577.0,2501.0,50.8,9.9,0.912
/api/v1/teams/7,BUF,1970,19,True,20172018,0.0,82.0,25.0,45.0,12.0,62.0,37.8,2.415,3.39,0.6761,19.1,49.0,52.0,257.0,77.9,31.1829,32.6951,0.541,0.111,0.55,0.727,0.278,0.316,4927.0,2539.0,2388.0,51.5,7.7,0.896
/api/v1/teams/8,MTL,1917,1,True,20172018,0.0,82.0,29.0,40.0,13.0,71.0,43.3,2.524,3.146,0.8228,21.2,52.0,68.0,245.0,74.1,32.7683,32.3171,0.447,0.273,0.714,0.778,0.378,0.341,5037.0,2395.0,2642.0,47.5,7.7,0.903
