link,abbreviation,firstYearOfPlay,franchiseId,active,season,clinchIndicator,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
/api/v1/teams/9,OTT,1992,30,True,20172018,0.0,82.0,28.0,43.0,11.0,67.0,40.9,2.671,3.463,0.7677,16.6,41.0,56.0,247.0,76.2,30.6707,33.0732,0.533,0.231,0.727,0.727,0.412,0.283,4969.0,2499.0,2470.0,50.3,8.7,0.895
/api/v1/teams/10,TOR,1926,5,True,20172018,1.0,82.0,49.0,26.0,7.0,105.0,64.0,3.293,2.805,1.1835,25.0,56.0,43.0,224.0,81.4,32.1951,33.8537,0.78,0.313,0.838,0.861,0.5,0.652,5187.0,2688.0,2499.0,51.8,10.2,0.917
/api/v1/teams/12,CAR,1997,26,True,20172018,0.0,82.0,36.0,35.0,11.0,83.0,50.6,2.744,3.085,0.8659,18.4,44.0,43.0,239.0,77.5,33.9024,28.8659,0.63,0.194,0.667,0.778,0.526,0.261,4798.0,2594.0,2204.0,54.1,8.1,0.893
/api/v1/teams/13,FLA,1993,33,True,20172018,0.0,82.0,44.0,30.0,8.0,96.0,58.5,2.988,2.963,0.994,18.9,47.0,45.0,249.0,80.2,34.4146,34.6098,0.717,0.306,0.871,0.935,0.444,0.605,5236.0,2657.0,2579.0,50.7,8.7,0.914
/api/v1/teams/14,TBL,1992,31,True,20172018,1.0,82.0,54.0,23.0,5.0,113.0,68.9,3.537,2.854,1.3425,23.9,66.0,64.0,276.0,76.1,32.6829,32.7195,0.837,0.462,0.821,0.923,0.683,0.625,5062.0,2441.0,2621.0,48.2,10.8,0.913
/api/v1/teams/15,WSH,1974,24,True,20172018,1.0,82.0,49.0,26.0,7.0,105.0,64.0,3.122,2.902,1.1104,22.5,55.0,53.0,244.0,80.3,29.0122,31.8659,0.811,0.422,0.966,0.9,0.679,0.56,4894.0,2467.0,2427.0,50.4,10.8,0.909
/api/v1/teams/16,CHI,1926,11,True,20172018,0.0,82.0,33.0,39.0,10.0,76.0,46.3,2.78,3.098,0.9023,16.0,43.0,49.0,269.0,79.2,34.061,32.8902,0.543,0.222,0.581,0.769,0.395,0.4,5019.0,2472.0,2547.0,49.2,8.2,0.906
/api/v1/teams/17,DET,1932,12,True,20172018,0.0,82.0,30.0,39.0,13.0,73.0,44.5,2.585,3.098,0.8862,17.5,41.0,58.0,234.0,77.5,30.3659,31.8659,0.524,0.2,0.68,0.793,0.344,0.356,5009.0,2447.0,2562.0,48.9,8.5,0.903
/api/v1/teams/18,NSH,1998,34,True,20172018,1.0,82.0,53.0,18.0,11.0,117.0,71.3,3.183,2.488,1.3125,21.2,58.0,54.0,273.0,81.9,32.2073,32.4268,0.804,0.387,0.742,0.86,0.576,0.698,5165.0,2753.0,2412.0,53.3,9.9,0.923
/api/v1/teams/19,STL,1967,18,True,20172018,0.0,82.0,44.0,32.0,6.0,94.0,57.3,2.72,2.707,1.087,15.4,38.0,47.0,246.0,79.7,32.6463,29.7317,0.756,0.27,0.889,0.914,0.561,0.48,4915.0,2487.0,2428.0,50.6,8.3,0.909
/api/v1/teams/20,CGY,1980,21,True,20172018,0.0,82.0,37.0,35.0,10.0,84.0,51.2,2.634,2.963,0.9304,16.0,43.0,49.0,269.0,81.8,33.6463,31.1463,0.647,0.313,0.696,0.833,0.429,0.483,5056.0,2496.0,2560.0,49.4,7.8,0.905
/api/v1/teams/21,COL,1995,27,True,20172018,1.0,82.0,43.0,30.0,9.0,95.0,57.9,3.11,2.878,1.0857,22.0,65.0,45.0,296.0,83.3,29.6585,33.3049,0.766,0.2,0.815,0.875,0.448,0.577,4828.0,2135.0,2693.0,44.2,10.5,0.914
/api/v1/teams/22,EDM,1979,25,True,20172018,0.0,82.0,36.0,40.0,6.0,78.0,47.6,2.793,3.195,0.9261,14.8,31.0,57.0,210.0,76.7,33.4146,32.122,0.595,0.311,0.783,0.913,0.463,0.378,4917.0,2394.0,2523.0,48.7,8.4,0.901
/api/v1/teams/23,VAN,1970,20,True,20172018,0.0,82.0,31.0,40.0,11.0,73.0,44.5,2.659,3.159,0.8415,21.5,53.0,60.0,247.0,78.3,30.0488,32.2073,0.515,0.286,0.875,0.75,0.281,0.435,4901.0,2427.0,2474.0,49.5,8.8,0.902
/api/v1/teams/24,ANA,1993,32,True,20172018,1.0,82.0,44.0,25.0,13.0,101.0,61.6,2.817,2.549,1.146,17.8,38.0,46.0,214.0,83.2,30.1829,33.122,0.732,0.341,0.719,0.78,0.571,0.542,4875.0,2499.0,2376.0,51.3,9.3,0.923
/api/v1/teams/25,DAL,1993,15,True,20172018,0.0,82.0,42.0,32.0,8.0,92.0,56.1,2.817,2.707,1.0963,19.3,47.0,54.0,244.0,80.8,31.2195,29.8415,0.682,0.316,0.731,0.861,0.463,0.629,5144.0,2701.0,2443.0,52.5,9.0,0.909
/api/v1/teams/26,LAK,1967,14,True,20172018,1.0,82.0,45.0,29.0,8.0,98.0,59.8,2.89,2.463,1.1567,20.4,49.0,39.0,240.0,85.0,31.0244,30.939,0.781,0.4,0.75,0.9,0.619,0.462,4884.0,2429.0,2455.0,49.7,9.3,0.92
/api/v1/teams/28,SJS,1991,29,True,20172018,1.0,82.0,45.0,27.0,10.0,100.0,61.0,3.012,2.756,0.9578,20.6,53.0,34.0,257.0,84.8,32.9512,30.3415,0.7,0.405,0.833,0.909,0.5,0.583,4991.0,2558.0,2433.0,51.2,9.1,0.909
/api/v1/teams/29,CBJ,2000,36,True,20172018,1.0,82.0,45.0,30.0,7.0,97.0,59.1,2.878,2.756,1.1342,17.2,39.0,51.0,227.0,76.2,33.6707,31.3049,0.652,0.417,0.759,0.833,0.553,0.563,4958.0,2400.0,2558.0,48.4,8.5,0.912
/api/v1/teams/30,MIN,2000,37,True,20172018,1.0,82.0,45.0,26.0,11.0,101.0,61.6,3.049,2.793,1.1034,20.4,49.0,51.0,240.0,81.2,30.1951,31.3293,0.75,0.357,0.857,0.838,0.581,0.521,4849.0,2415.0,2434.0,49.8,10.1,0.911
/api/v1/teams/52,WPG,2011,35,True,20172018,1.0,82.0,52.0,20.0,10.0,114.0,69.5,3.329,2.634,1.2222,23.4,64.0,50.0,274.0,81.8,32.2317,31.8659,0.787,0.429,0.882,0.955,0.659,0.579,5055.0,2649.0,2406.0,52.4,10.3,0.917
/api/v1/teams/53,ARI,2014,28,True,20172018,0.0,82.0,29.0,41.0,12.0,70.0,42.7,2.512,3.061,0.8485,16.9,41.0,46.0,243.0,79.6,29.878,32.2195,0.5,0.167,0.6,0.677,0.353,0.348,5088.0,2429.0,2659.0,47.7,8.4,0.905
/api/v1/teams/54,VGK,2017,38,True,20172018,1.0,82.0,51.0,24.0,7.0,109.0,66.5,3.268,2.744,1.121,21.0,52.0,44.0,248.0,81.4,32.7561,30.7439,0.829,0.415,0.75,0.861,0.688,0.517,4987.0,2439.0,2548.0,48.9,10.0,0.911
/api/v1/teams/1,NJD,1982,23,True,20182019,0.0,82.0,31.0,41.0,10.0,72.0,43.9,2.671,3.305,0.7989,17.7,45.0,40.0,254.0,84.3,30.3415,31.6098,0.543,0.167,0.63,0.815,0.429,0.372,4900.0,2418.0,2482.0,49.4,8.8,0.895
/api/v1/teams/2,NYI,1972,22,True,20182019,1.0,82.0,48.0,27.0,7.0,103.0,62.8,2.72,2.329,1.2756,14.5,33.0,44.0,227.0,79.9,28.7805,30.9024,0.689,0.459,0.71,0.85,0.531,0.646,4477.0,2124.0,2353.0,47.4,9.4,0.925
/api/v1/teams/3,NYR,1926,10,True,20182019,0.0,82.0,32.0,36.0,14.0,78.0,47.6,2.695,3.256,0.8382,19.4,44.0,58.0,227.0,78.2,29.1829,33.8293,0.432,0.356,0.526,0.722,0.462,0.357,4663.0,2188.0,2475.0,46.9,9.2,0.904
/api/v1/teams/4,PHI,1967,16,True,20182019,0.0,82.0,37.0,37.0,8.0,82.0,50.0,2.939,3.415,0.8639,17.1,40.0,51.0,234.0,78.5,31.5,32.5,0.656,0.32,0.773,0.839,0.306,0.548,4818.0,2637.0,2181.0,54.7,9.3,0.895
/api/v1/teams/5,PIT,1967,17,True,20182019,1.0,82.0,44.0,26.0,12.0,100.0,61.0,3.305,2.902,1.2133,24.6,56.0,45.0,228.0,79.7,33.3049,33.2805,0.596,0.457,0.75,0.923,0.417,0.634,4908.0,2482.0,2426.0,50.6,9.9,0.913
/api/v1/teams/6,BOS,1924,6,True,20182019,1.0,82.0,49.0,24.0,9.0,107.0,65.2,3.134,2.585,1.2266,25.9,65.0,49.0,251.0,79.9,32.6829,29.4634,0.739,0.417,0.806,0.838,0.563,0.625,4840.0,2455.0,2385.0,50.7,9.6,0.912
/api/v1/teams/7,BUF,1970,19,True,20182019,0.0,82.0,33.0,39.0,10.0,76.0,46.3,2.695,3.268,0.8324,19.5,46.0,41.0,236.0,80.9,32.8902,32.9756,0.615,0.209,0.655,0.75,0.325,0.463,4872.0,2334.0,2538.0,47.9,8.2,0.901
/api/v1/teams/8,MTL,1917,1,True,20182019,0.0,82.0,44.0,30.0,8.0,96.0,58.5,3.0,2.878,1.1534,13.2,31.0,46.0,234.0,80.9,34.0976,31.0732,0.705,0.342,0.75,0.794,0.565,0.486,4932.0,2437.0,2495.0,49.4,8.8,0.907
/api/v1/teams/9,OTT,1992,30,True,20182019,0.0,82.0,29.0,47.0,6.0,64.0,39.0,2.951,3.671,0.7854,20.4,46.0,45.0,226.0,79.2,29.622,35.7439,0.512,0.179,0.586,0.76,0.44,0.321,4815.0,2387.0,2428.0,49.6,10.0,0.897
/api/v1/teams/10,TOR,1926,5,True,20182019,1.0,82.0,46.0,28.0,8.0,100.0,61.0,3.488,3.037,1.2047,21.8,46.0,41.0,211.0,79.9,33.3659,33.1341,0.738,0.375,0.828,0.973,0.571,0.561,4959.0,2629.0,2330.0,53.0,10.5,0.908
/api/v1/teams/12,CAR,1997,26,True,20182019,1.0,82.0,46.0,29.0,7.0,99.0,60.4,2.963,2.695,1.0878,17.8,44.0,44.0,247.0,81.6,34.4146,28.5732,0.767,0.333,0.862,0.872,0.509,0.708,4968.0,2436.0,2532.0,49.0,8.6,0.906
/api/v1/teams/13,FLA,1993,33,True,20182019,0.0,82.0,36.0,32.0,14.0,86.0,52.4,3.22,3.329,0.8526,26.8,72.0,43.0,269.0,81.3,32.9878,30.6829,0.538,0.349,0.483,0.735,0.468,0.406,5072.0,2527.0,2545.0,49.8,9.8,0.891
/api/v1/teams/14,TBL,1992,31,True,20182019,1.0,82.0,62.0,16.0,4.0,128.0,78.0,3.89,2.695,1.3121,28.2,74.0,40.0,262.0,85.0,31.9512,32.1098,0.848,0.639,0.912,0.907,0.75,0.75,4921.0,2520.0,2401.0,51.2,12.2,0.916
/api/v1/teams/15,WSH,1974,24,True,20182019,1.0,82.0,48.0,26.0,8.0,104.0,63.4,3.341,3.024,1.2236,20.8,49.0,55.0,236.0,78.9,30.3902,31.5122,0.762,0.4,0.73,0.902,0.636,0.533,4723.0,2160.0,2563.0,45.7,11.0,0.904
/api/v1/teams/16,CHI,1926,11,True,20182019,0.0,82.0,36.0,34.0,12.0,84.0,51.2,3.256,3.549,0.9892,20.2,48.0,63.0,238.0,72.7,32.5488,34.7805,0.605,0.256,0.741,0.92,0.444,0.409,4760.0,2356.0,2404.0,49.5,10.0,0.898
/api/v1/teams/17,DET,1932,12,True,20182019,0.0,82.0,32.0,40.0,10.0,74.0,45.1,2.732,3.317,0.8258,18.1,39.0,56.0,216.0,77.1,29.1951,33.6707,0.568,0.244,0.5,0.739,0.385,0.389,5058.0,2568.0,2490.0,50.8,9.4,0.901
/api/v1/teams/18,NSH,1998,34,True,20182019,1.0,82.0,47.0,29.0,6.0,100.0,61.0,2.878,2.585,1.1469,12.9,33.0,45.0,255.0,82.1,32.6585,29.9878,0.875,0.286,0.88,0.946,0.6,0.5,4922.0,2537.0,2385.0,51.5,8.8,0.914
/api/v1/teams/19,STL,1967,18,True,20182019,1.0,82.0,45.0,28.0,9.0,99.0,60.4,2.976,2.683,1.1361,21.1,50.0,43.0,237.0,81.5,31.7561,28.5976,0.75,0.265,0.758,0.897,0.582,0.5,4767.0,2450.0,2317.0,51.4,9.4,0.906
/api/v1/teams/20,CGY,1980,21,True,20182019,1.0,82.0,50.0,25.0,7.0,107.0,65.2,3.524,2.72,1.2617,19.3,53.0,50.0,275.0,79.7,32.3902,28.0732,0.878,0.341,0.875,0.969,0.571,0.68,4755.0,2490.0,2265.0,52.4,10.9,0.903
/api/v1/teams/21,COL,1995,27,True,20182019,1.0,82.0,38.0,30.0,14.0,90.0,54.9,3.146,2.976,1.0195,22.0,63.0,58.0,286.0,78.7,32.6341,31.939,0.7,0.238,0.75,0.875,0.524,0.395,4875.0,2346.0,2529.0,48.1,9.6,0.907
/api/v1/teams/22,EDM,1979,25,True,20182019,0.0,82.0,35.0,38.0,9.0,79.0,48.2,2.793,3.305,0.8156,21.2,47.0,62.0,222.0,74.8,29.1707,31.6951,0.575,0.286,0.63,0.778,0.438,0.435,4810.0,2327.0,2483.0,48.4,9.6,0.896
/api/v1/teams/23,VAN,1970,20,True,20182019,0.0,82.0,35.0,36.0,11.0,81.0,49.4,2.671,3.024,0.8343,17.1,43.0,48.0,251.0,81.1,29.6707,31.6707,0.727,0.224,0.75,0.75,0.382,0.447,4857.0,2404.0,2453.0,49.5,9.0,0.905
/api/v1/teams/24,ANA,1993,32,True,20182019,0.0,82.0,35.0,37.0,10.0,80.0,48.8,2.39,3.024,0.8831,17.0,36.0,55.0,212.0,79.7,27.6951,33.2317,0.59,0.279,0.68,0.769,0.44,0.426,4663.0,2394.0,2269.0,51.3,8.6,0.909
/api/v1/teams/25,DAL,1993,15,True,20182019,1.0,82.0,43.0,32.0,7.0,93.0,56.7,2.549,2.439,1.0149,21.0,45.0,41.0,214.0,82.8,30.7195,31.5976,0.744,0.282,0.81,0.909,0.528,0.522,4875.0,2529.0,2346.0,51.9,8.3,0.923
/api/v1/teams/26,LAK,1967,14,True,20182019,0.0,82.0,31.0,42.0,9.0,71.0,43.3,2.427,3.159,0.8246,15.8,35.0,54.0,221.0,76.5,28.7561,31.439,0.7,0.192,0.867,0.833,0.375,0.375,4776.0,2410.0,2366.0,50.5,8.4,0.9
/api/v1/teams/28,SJS,1991,29,True,20182019,1.0,82.0,46.0,27.0,9.0,101.0,61.6,3.524,3.146,1.0376,23.6,57.0,45.0,241.0,80.8,33.0244,28.3293,0.705,0.395,0.813,0.872,0.582,0.542,4722.0,2376.0,2346.0,50.3,10.7,0.889
/api/v1/teams/29,CBJ,2000,36,True,20182019,1.0,82.0,47.0,31.0,4.0,98.0,59.8,3.122,2.817,1.1,15.4,34.0,30.0,221.0,85.0,31.6098,29.4878,0.786,0.35,0.879,0.941,0.549,0.63,4844.0,2434.0,2410.0,50.2,9.9,0.904
/api/v1/teams/30,MIN,2000,37,True,20182019,0.0,82.0,37.0,36.0,9.0,83.0,50.6,2.561,2.841,0.9038,20.3,49.0,44.0,241.0,81.7,31.3049,29.5,0.69,0.321,0.773,0.815,0.438,0.485,4869.0,2404.0,2465.0,49.4,8.2,0.904
/api/v1/teams/52,WPG,2011,35,True,20182019,1.0,82.0,47.0,30.0,5.0,99.0,60.4,3.293,2.963,1.0307,24.8,62.0,52.0,250.0,79.2,31.1829,33.4268,0.69,0.45,0.733,0.743,0.621,0.549,4860.0,2464.0,2396.0,50.7,10.6,0.911
/api/v1/teams/53,ARI,2014,28,True,20182019,0.0,82.0,39.0,35.0,8.0,86.0,52.4,2.549,2.683,0.8408,16.3,42.0,34.0,258.0,85.0,30.7439,30.8171,0.617,0.286,0.714,0.935,0.425,0.537,4818.0,2307.0,2511.0,47.9,8.3,0.913
/api/v1/teams/54,VGK,2017,38,True,20182019,1.0,82.0,43.0,32.0,7.0,93.0,56.7,3.0,2.78,1.0741,16.8,39.0,44.0,232.0,80.9,34.3171,29.2561,0.643,0.4,0.69,0.903,0.585,0.423,4923.0,2481.0,2442.0,50.4,8.7,0.905
